20778	3734 36238 28654 14238 33531 19104 37373 24478 17718 27373
37341	29091 12609 37055 3151 4603 9641 37201 34848 27373
42765	3764 20996 2239 6324 22666 24148 22621 6165 27780 18610 30765 20138 27373
42390	3764 20996 36432 38505 37188 30402 34451 23646 16057 34865 15251 20096 26568 2900 16424 37188 39088 18344 20096 35214 12734 16570 7446 8738 27373
16065	3734 26489 27516 1079 36238 39088 8680 2547 23662 25267 35566 12734 30495 16796 27373
44411	19857 37611 22666 39088 16110 37188 12734 33631 20096 7460 29007 11945 30993 27373
23927	3734 19073 32253 19073 32196 15417 19220 37373 23175 19073 32253 19073 3667 16588 19123 17958 35405 3282 32561 10788 17568 37373 5885 19806 27373
205	24661 3678 37663 37373 24148 35877 11945 27373
2014	29091 31679 16435 23277 15808 12333 27373
1486	24661 23664 18610 39088 31670 15300 23454 12734 23646 26375 27373
25067	15729 30402 2544 30993 4394 26568 39088 35253 3678 8551 27373
515	9217 36238 39088 19833 30094 2900 30816 3282 35328 18448 22666 11945 27373
15771	24661 3678 31562 2900 15457 5155 27373
23398	24661 9603 19318 9603 36340 3321 38147 16441 37900 36340 39088 29320 26280 3368 39088 23290 27373
1673	23255 20996 2239 35123 18610 23175 34708 27051 30402 18344 29985 23277 37028 30993 22800 27373
13521	24661 23664 36340 12734 23646 3678 15251 27373
29284	29091 2405 15808 22553 38000 155 26638 7087 27373
38092	23509 38147 33041 30181 39088 34507 29388 10758 33594 12734 34248 15808 12734 22799 27373
12262	9217 36238 39416 29970 28498 20964 3282 30402 19073 2094 2627 19073 27373
14548	3734 18610 23089 39088 36376 32033 27066 39088 21198 38104 27373
23268	23255 11945 36931 18610 33809 30402 15417 11668 18610 39088 35707 37672 4496 6598 27373
29272	24661 3667 20507 12801 20096 8394 34617 1503 36928 17343 1060 34417 27373
1262	24661 3678 39088 35271 33531 12734 17655 37373 10499 29756 27373
41006	29091 25039 3721 38000 29177 20284 2900 39088 5926 1208 12356 27373
45262	3734 18610 4354 577 12734 23749 22666 20018 27373
8939	15729 17343 35382 27062 30402 23068 14013 2900 39088 31551 37146 27373
26079	9217 19711 35659 25139 29177 39088 23833 16057 27279 10041 27373
11608	689 12734 14864 38147 9524 8551 36340 11945 22621 35328 31352 30993 27667 27066 39088 27154 27373
37933	24661 3667 39088 20452 22689 9139 37188 7877 3735 36340 12742 27373
