66082	15501 13983 8385 23344 22170 8385 21485 19945 11351 2716 24735 1857 6568 12789 14946 20178 3175 18184
59710	14461 25349 24610 5250 24084 24936 11378 24735 11994 18184
20323	16510 11573 15080 17866 20888 16073 9845 10546 13360 4925 15080 11573 6333 18184
77243	15501 7885 15113 826 6096 15382 9723 12384 20314 21670 5472 826 26018 24908 1032 19575 18184
44048	15501 7885 24441 12384 21745 10212 14061 23304 2716 24411 9154 8385 3902 11043 21485 9776 11351 18184
23927	15501 7885 25933 12384 12990 3349 25828 14885 24610 8385 25347 1934 8385 22863 18184
21526	16387 2433 25828 23963 24610 8385 16440 1968 18184
45401	18165 4925 4210 6333 25828 26035 20274 24610 20129 1290 11020 8385 17433 10685 16379 24610 15176 8828 18184
32584	15501 7885 13021 12384 17718 3175 24219 6683 11801 12384 14124 1537 18184
67051	11831 11573 6374 3828 18184
68326	23851 9784 24610 8385 4661 8943 12384 15461 2075 4361 15187 12770 24610 18430 18184
73480	15501 14801 16029 16313 17887 8577 14144 12384 8385 17433 20790 20129 1290 18184
36976	2463 6333 23429 4138 8385 11836 4113 1934 8385 25713 9157 18184
25912	15501 7885 7294 12384 25668 8385 23989 21416 24308 25828 24386 14442 826 15831 4759 24386 5230 18184
36707	18165 15537 8385 22863 17975 8220 15423 1934 8385 25848 13360 17200 11573 24594 12687 770 24735 6081 12687 10517 12687 770 11258 18966 12687 18184
28240	2485 13983 1497 541 24048 4859 1046 10517 11201 13360 4890 12384 3330 24735 18362 18184
20159	2463 2429 7609 17978 4964 21185 20342 826 24742 12384 25931 11898 1934 25828 1118 18184
8584	15501 246 2820 23540 826 8385 11158 4759 1934 17732 22978 18184
574	2463 24023 13756 20303 24610 4925 12843 720 13828 12843 1934 15970 18184
25832	23621 9857 16240 25171 22863 1934 5403 826 22548 24735 22694 22202 2433 7885 8385 2298 18184
41152	11831 24911 20314 12384 15860 14904 8385 23629 11955 25828 19055 2433 15617 12384 5148 18184
5961	15501 7885 12187 24434 12384 25248 353 12894 15102 20129 19645 0 18184
41141	2463 12384 6333 22719 24084 25828 7491 2433 24262 18184
79967	15501 7885 25933 12384 19289 24606 17433 10685 11463 24735 23667 13341 24912 4190 18184
49934	15501 7885 21251 12384 2181 7764 8220 5498 10546 24610 9845 13360 10517 8220 5498 10546 24735 24911 9057 12864 13360 5467 3946 2429 6073 18184
32397	6064 6333 19915 8556 2712 8385 17433 16998 5467 8385 20846 10022 19440 18184
34169	2463 17200 11573 20034 1934 2133 10918 17975 24209 6923 13885 8296 18184
30414	16387 2433 25828 4680 11300 12384 22338 24487 8385 17246 2753 18184
11608	16387 10685 25828 23344 22170 8385 24922 24610 9512 24918 24735 8385 13837 1934 9512 24918 18184
7971	2463 12384 17870 8385 17433 10685 3568 826 8385 7293 6167 19418 18184
13819	10467 8385 7336 3164 8385 17433 12330 1934 25828 2738 17433 18184
5853	2463 12384 10927 5834 17975 3902 175 18184
62383	8931 12384 20302 4364 1045 1934 3924 24610 7704 24610 8385 1463 24610 1576 18184
51954	16387 24023 12687 11455 12687 8635 1934 12479 18184
30729	10467 21485 24735 17200 11351 20129 13851 7336 8385 17433 16909 10685 1934 19414 24610 18184
32505	2463 15113 2429 16612 826 9512 24918 15552 11898 18184
14349	1111 25136 23727 19664 9154 15094 18184
2991	2463 12384 6071 2172 5066 1934 8385 20888 24016 826 17246 24984 19762 18184
2513	15501 15222 22690 5566 8385 2018 13127 18184
19489	10467 8385 13837 24442 14358 8385 16543 8202 2716 1059 20521 16325 12384 8385 21557 1930 2753 18184
76620	16510 7407 25440 10685 24290 4069 1934 3900 10685 17281 7679 5112 11967 8385 727 24610 17969 22388 24023 7885 1847 9154 12687 6683 12687 15102 8385 0 18184
13324	10467 11573 13279 8385 17433 11955 24023 23605 2181 8385 17833 1129 12384 19377 18184
3540	19310 12843 25248 3865 12843 2181 2738 826 15102 2204 0 18184
72054	15501 13983 7257 10517 3902 15102 25828 16943 12874 17975 14976 4145 3927 15102 2301 24533 23187 18184
31374	2463 15080 11573 15537 15461 24544 1934 8385 17433 11955 17288 20521 4875 2738 18184
62421	8255 17655 24023 17866 16241 19921 9857 12384 19289 19921 4657 15102 752 19448 1934 16890 21246 13701 15451 6220 2433 11955 18184
2175	16387 2429 12687 5214 12687 24735 12687 2679 12687 826 18184
4965	2485 19645 18013 21485 13312 13360 8094 12438 13360 5966 11351 22245 16243 16770 9723 18184 14856 205 18184 8396 15451 18184
62971	1749 8385 4246 1934 25828 6387 13360 2463 23540 2433 24911 10685 14291 17975 25828 7304 18184
11861	16387 21476 24610 752 2433 7885 12187 12384 720 23304 1332 14061 18184
25973	11573 8835 8385 3175 826 15461 7407 4759 12789 7885 13845 6683 4388 17866 1934 8385 6602 4361 15501 7885 18016 20923 12384 15537 18184
42395	4982 25828 16800 24610 13619 1934 17433 22166 4875 24162 18184
60274	15501 12526 14298 8382 16770 9633 18184
35139	4982 11640 23139 18431 1934 13022 24585 9387 1581 18184
79679	15501 7885 24441 826 20129 2810 12384 13279 1934 8385 6602 24912 17335 1576 21485 3484 12465 7257 11351 18184
11972	15501 7885 15461 8816 12384 2377 11967 11955 8385 17433 9511 14445 11897 17978 5109 541 10685 14454 18184
26725	24100 24610 1374 24610 8406 23766 10981 7224 18184
21577	15501 7885 16729 12384 14659 8385 541 23231 22789 16020 15102 8385 872 17433 18184
11041	15501 7885 25933 12384 19286 6744 17978 10951 18184
56284	21710 17200 11573 21059 20287 826 12909 18184
29831	16387 24023 7885 8635 12384 20521 2369 21708 13569 19669 18184
30167	15501 13983 8385 4364 826 2794 1934 13981 24610 14968 752 18184
52516	21710 15228 12384 17030 8385 2377 12384 25828 20846 13360 17200 11573 6333 6055 1934 25828 17433 16083 10517 25828 14205 12384 20846 18184
52710	16427 8386 12789 3404 23927 10517 5585 21246 18184
49766	2463 15080 11573 21165 15461 15552 15614 25828 18793 9559 18184
56057	11831 11573 21486 826 20129 14872 1880 1475 12384 15461 25285 10685 18793 19418 24735 18793 21246 11642 25828 10536 18184
30190	6064 17200 11573 791 8385 12070 7701 24912 2373 17732 18184
4857	2463 12384 19434 22786 10794 24824 2801 10794 462 1934 8385 17433 18184
5262	14972 17978 15461 22687 17655 10517 20034 17975 8385 20779 8312 14357 18184
5625	16510 11573 3503 11501 15102 14761 24610 15461 9036 1261 13360 6333 11573 2181 12384 18909 16565 1934 15461 22738 18184
77629	2463 12384 10532 8385 17433 826 19946 12843 2181 17866 10395 53 23693 1934 0 18184
9820	12925 24023 25828 21477 4871 10927 17978 826 15552 18184
29568	10467 9873 19575 24594 9513 9845 10546 826 19645 18643 18184
67850	2463 12384 24594 8385 5498 11998 826 55 603 18184
29041	16387 24023 7885 8635 5467 8385 4246 24758 12843 12384 9508 2566 233 12864 826 12843 18184
27228	16387 2429 20454 5992 826 8385 12526 9154 23742 12384 8385 15552 3208 24912 20769 18184
32663	2463 12384 19365 25671 5834 15614 21337 24935 12526 8862 18184
29384	6064 2429 18045 1955 25914 6055 24940 18184
59597	6064 13093 23605 21555 1362 2716 17975 8385 24524 4759 24084 7885 13845 12687 18245 12687 18184
48799	15501 7885 11204 16635 12384 13430 20225 15102 20129 2201 23260 1934 8385 1474 18184
26934	16387 2429 25828 15107 24610 12531 13828 17978 5191 2301 18184
75579	2463 12384 24484 17975 8385 19314 16029 19221 1934 21619 24735 24023 17866 18597 17667 15552 3208 1497 24140 18184
35076	15644 6387 21185 13279 5380 98 12789 19754 1934 19858 18184
29868	11831 11573 23447 25828 12687 15925 1968 12687 12384 25828 17433 13181 14358 8385 19418 18184
9506	6064 12404 8385 6602 13851 18184
36879	15389 25933 15614 19440 24610 8385 17433 18184
41770	15501 2081 2820 23540 826 8385 412 4759 18184
29373	16387 2433 25828 21400 9513 9415 826 8193 24984 1934 11378 18184
28929	16387 2433 25828 23344 22170 24403 19915 24735 1463 19915 18184
37288	16387 2433 23540 1934 8385 8613 5664 18184
44139	15501 7885 16729 12384 21486 8385 18992 12384 24594 8385 9845 12864 826 3716 12384 5109 17655 18184
43344	2485 14129 25405 3815 9154 9091 1934 13954 18184
12406	6064 2429 25828 17955 13692 10152 9154 22826 23565 7794 18184
35094	5670 19314 15398 16438 12384 18909 5109 4246 10685 1783 1934 15461 17433 17609 20975 4925 17200 11573 6333 18184
68497	2463 12384 6657 25828 10811 2598 12384 8385 17433 24084 25828 4072 21893 18873 15423 14041 18184
48177	11831 11573 12441 20129 4145 1581 15102 15461 0 18184
27472	15501 13983 1497 3902 15102 25828 24042 24610 19645 6632 18184
6086	2463 6333 11573 24535 15461 15552 24544 6055 11955 7885 15080 20521 6683 9154 8385 6655 18184
45399	2463 23540 2433 7885 826 25828 1311 1290 12384 20521 24143 1934 25828 4072 15190 2433 5881 12384 13279 18184
25607	16387 12384 25668 826 8385 15552 24908 4185 3175 1258 18184
5277	6064 19289 13910 19970 5453 826 315 8385 17433 18184
72300	14106 6568 10020 25828 24095 2578 24984 10271 2712 10517 11740 19645 18643 18184
27619	15501 7885 10042 21485 10517 16998 24441 11351 12384 20888 8385 14287 412 1934 8385 4890 4072 17978 8385 24809 20272 18184
55525	2463 12384 18001 12384 8385 2478 17975 626 1934 25828 21477 18184
71943	16387 2429 25828 2103 24610 15176 8385 17971 24610 8385 19065 1934 8385 19418 18184
885	15501 13983 8385 9294 10517 5328 3974 15102 19289 24610 1921 1223 1934 19645 752 18184
67132	461 19669 18114 13828 17975 15552 24742 18184
26251	11831 13981 21334 24610 0 26048 18909 5939 24610 25828 1362 16029 8835 9845 12864 12384 20849 25828 0 2433 5881 12384 20521 19392 18184
735	21710 24023 8385 15552 19654 18184
24000	2485 13983 1497 25251 12384 19361 17512 12770 24735 7257 17975 14039 8385 12989 18184
25922	2463 12384 24484 17975 9091 15424 9749 18184
55562	461 25828 21246 25157 14316 8385 15552 1847 24377 3902 14298 826 8613 3940 18184
68681	19310 13692 17978 4964 17077 19289 25828 15248 7257 7431 1934 4964 778 18184
37894	16387 2429 12187 12687 13777 17975 11257 12687 18184
24180	10467 5915 4478 20521 16398 3484 8385 541 10685 14124 19691 18184
68032	2463 6333 13692 2494 15451 12384 24594 10546 24610 9845 18184
51823	2463 18032 17200 24911 3164 8385 12864 24610 9845 826 2716 1059 18184
48442	16387 15738 5467 11573 20888 8385 18045 826 15461 15552 5470 4388 11573 4299 12384 12348 24735 22338 5109 15552 7546 7778 18184
24377	11831 13409 2372 24735 12553 20521 3815 1934 25828 25347 24610 12957 18184
21436	15501 7885 10042 12384 2181 22967 1924 13962 1934 20129 19645 0 18184
27026	2649 22500 10517 23702 22500 826 16405 14801 7778 10685 17433 18184
13752	2463 15080 11573 22715 24606 175 17978 15461 15298 17609 14316 15552 18184
52339	15501 7885 16318 12384 25881 16405 17433 15102 13464 24610 14801 7778 21485 7437 15461 16791 11351 18184
41909	14081 20129 12886 1934 2204 4072 11955 12843 2181 25997 12643 12384 24594 8385 233 12864 18184
28888	16387 17200 11573 6333 5467 11573 12892 9955 1934 8385 17195 960 2753 18184
1950	2463 15080 11573 20888 1159 1934 18045 14357 16887 9154 8385 2716 3208 18184
7754	16387 2433 8385 12687 20100 12687 3175 18184
28626	11831 22694 20521 9154 20844 9154 24441 18184
62503	14461 1059 10685 13941 15102 19442 24023 23605 12519 12384 4925 11573 12973 22789 7885 4361 16387 17200 11573 6333 18184
2074	15501 11801 14298 7294 826 472 14746 18184
81141	4982 16489 11955 11573 11596 24057 8385 15552 12384 22338 8385 13127 1996 15461 1176 18184
64408	2463 6333 21185 21485 203 11028 23925 17364 11351 25011 17667 4834 2753 17904 18184
62410	22690 13169 8080 22202 25893 16563 10517 13606 5257 18793 18184
54683	2463 15080 11573 985 11967 5467 14801 22245 15049 8385 1930 4759 18184
14358	4375 7133 13163 13360 15080 12843 6659 2204 21285 24912 25828 13851 10685 20225 18184
31684	16105 12789 15552 10517 2628 10685 20322 15552 18184
79139	15501 14316 8385 8553 15552 15569 7885 18184
12147	15501 7885 9663 12384 10586 8385 17433 12384 8385 19418 10517 22863 17978 5109 4072 18184
58122	10467 8385 18371 16029 24023 23605 24533 12384 9157 17562 18016 12404 8385 5498 19055 18184
11961	16387 2433 8385 12687 23989 17433 12687 18184
12508	2463 22967 9845 10546 2429 21311 18184
21006	15501 13983 8385 5748 24610 15500 24084 25828 19314 24735 11932 2429 10947 24735 22825 18184
42253	10467 8385 2716 3208 17975 24132 20888 20129 17240 826 25828 2188 7407 12894 18184
10660	16387 24023 12687 19911 19434 12687 8635 1934 752 18184
75765	2463 12384 19410 25385 17609 5643 8385 7810 12638 18184
13543	2463 17200 11573 20924 5467 25828 1290 24610 8385 17433 24023 23605 11311 12384 15461 9086 18184
34821	16387 2429 25828 17743 24610 19669 2204 10530 24610 12455 15102 25828 16672 15614 12843 12892 3303 14445 16325 12384 8385 15552 955 18184
41044	21710 2433 25828 20858 19654 24610 3772 15655 826 24984 14746 18184
7345	15501 7885 24441 12384 18597 2687 17562 17660 1934 8385 233 12864 11955 15916 8385 12459 22210 603 18184
5767	15501 7885 18491 12187 5467 233 10546 826 12526 10517 24984 18643 2429 53 15614 25828 603 10355 18184
41208	2463 12384 20521 8385 2455 15935 9154 20129 19645 18184
26277	2485 10802 9735 4635 23636 18184
28007	15644 2433 20790 21555 16428 826 24984 8613 3940 13360 9513 14298 10517 12860 1934 20761 18184
65119	2463 12384 7395 727 24610 22694 826 8385 25248 24610 752 18184
616	15501 12951 23540 826 1402 18184
59011	2463 12384 15537 20129 10563 17978 8385 10860 21485 23374 15688 13360 6683 6093 11351 1934 25972 18184
589	16387 17200 20521 3815 24084 8787 22789 25828 17013 24610 15461 603 18184
66076	6064 6333 18127 19289 3953 12384 13038 25828 23971 18184
42659	15501 7885 10042 12384 9157 22789 12687 24487 16634 11573 6333 23605 12973 1934 25828 4072 12687 9154 24911 24610 25828 20940 826 4661 1934 10530 24610 5095 18184
68456	2463 12384 15537 8385 18238 5361 11955 3525 10539 17978 20129 11864 15102 11044 18184
30694	16387 2433 21562 5407 826 12531 15552 1934 24633 18184
2673	22407 4925 11268 15080 24911 19872 8385 19418 5353 18184
11149	16387 2429 25828 24935 14924 24610 23547 8385 15552 18184
44263	2463 12384 25812 12955 826 940 26048 18184
